,Sales data from an e-commerce store // The company wants to have the sales analyzed including promotions and delivery time,,,,,,,,,,
,,,,,,,,,,,
order_id (unique),column3,order_date,sales,revenue,stock,price,promo_type_1,promo_bin_1,promo_type_2,promo_bin_2,promo_discount_2
,,,,,,,,,,,
69,,1/3/2017,0 sales,0,4,59.9,PR05,high,PR03,,NA
70,,1/3/2017,0 sales,0,15,5.25,PR14,,PR03,,NA
71,,1/3/2017,1 sales,2.73,48,2.95,PR14,,PR03,,NA
72,,1/3/2017,1 sales,16.2,18,17.5,PR14,,PR03,,NA
73,,1/3/2017,0 sales,0,4,9.85,PR14,,PR03,,NA
74,,1/3/2017,42 sales,9.72,387,0.25,PR14,,PR03,,NA
75,,1/3/2017,1 sales,8.35,6,9.85,PR14,,PR03,,NA
76,,1/3/2017,0 sales,0,3,3,PR14,,PR03,,NA
77,,1/3/2017,0 sales,0,4,14.9,PR14,,PR03,,NA
78,,1/3/2017,0 sales,0,13,1,PR14,,PR03,,NA
79,,1/3/2017,1 sales,2.45,7,2.65,PR14,,PR03,,NA
80,,1/3/2017,2 sales,4.17,3,2.25,PR14,,PR03,,NA
81,,1/3/2017,0 sales,0,9,3.75,PR14,,PR03,,NA
82,,1/3/2017,0 sales,0,9,1.9,PR14,,PR03,,NA
83,,1/3/2017,0 sales,0,11,47.5,PR14,,PR03,,NA
84,,1/3/2017,0 sales,0,3,1.55,PR14,,PR03,,NA
85,,1/3/2017,0 sales,0,8,1.55,PR14,,PR03,,NA
86,,1/3/2017,0 sales,0,12,5.95,PR05,verylow,PR03,,NA
87,,1/3/2017,0 sales,0,122,2.9,PR14,,PR03,,NA
88,,1/4/2017,0 sales,0,62,5.9,PR14,,PR03,,NA
89,,1/4/2017,1 sales,2.41,163,2.6,PR14,,PR03,,NA
90,,1/4/2017,0 sales,0,6,29.9,PR14,,PR03,,NA
91,,1/4/2017,0 sales,0,47,19.9,PR14,,PR03,,NA
92,,1/4/2017,0 sales,0,8,15.5,PR14,,PR03,,NA
93,,1/4/2017,0 sales,0,11,5.95,PR05,verylow,PR03,,NA
94,,1/4/2017,0 sales,0,3,13.9,PR14,,PR03,,NA
95,,1/4/2017,1 sales,2.08,21,2.25,PR14,,PR03,,NA
96,,1/4/2017,0 sales,0,4,14.95,PR14,,PR03,,NA
97,,1/4/2017,0 sales,0,2,3,PR14,,PR03,,NA
98,,1/4/2017,0 sales,0,41,2.95,PR14,,PR03,,NA
99,,1/4/2017,0 sales,0,9,17.5,PR14,,PR03,,NA
100,,1/4/2017,3 sales,7.36,28,2.65,PR14,,PR03,,NA
101,,1/4/2017,0 sales,0,44,3.25,PR14,,PR03,,NA
102,,1/4/2017,0 sales,0,3,3.15,PR06,verylow,PR03,,NA
103,null,1/4/2017,0 sales,0,18,2.95,PR14,,PR03,,NA
104,null,1/4/2017,1 sales,0.69,41,0.75,PR14,,PR03,,NA
105,,1/4/2017,0 sales,0,5,14.95,PR14,,PR03,,NA
106,,1/4/2017,0 sales,0,6,0.75,PR14,,PR03,,NA
107,,1/4/2017,0 sales,0,100,1.89,PR14,,PR03,,NA
108,,1/4/2017,0 sales,0,2,29.9,PR14,,PR03,,NA
109,,1/4/2017,0 sales,0,55,9.9,PR14,,PR03,,NA
110,,1/4/2017,1 sales,1.38,26,1.49,PR14,,PR03,,NA
111,,1/4/2017,0 sales,0,20,2.5,PR14,,PR03,,NA
112,,1/4/2017,0 sales,0,28,5.25,PR14,,PR03,,NA
113,,1/4/2017,2 sales,0.93,7,0.5,PR14,,PR03,,NA
114,,1/4/2017,0 sales,0,6.1,1.99,PR03,verylow,PR03,,NA
115,,1/4/2017,0 sales,0,6,0.75,PR14,,PR03,,NA
116,,1/4/2017,3 sales,8.33,94,3,PR14,,PR03,,NA
117,,1/4/2017,0 sales,0,3,10.9,PR14,,PR03,,NA
118,,1/4/2017,0 sales,0,11,2.5,PR14,,PR03,,NA
119,,1/4/2017,0 sales,0,9,15.9,PR14,,PR03,,NA
120,,1/4/2017,0 sales,0,5,2.5,PR14,,PR03,,NA
121,,1/4/2017,1 sales,1,2,1,PR14,,PR03,,NA
122,,1/4/2017,0 sales,0,14,2.1,PR14,,PR03,,NA
123,,1/4/2017,0 sales,0,23,4.75,PR14,,PR03,,NA
124,,1/4/2017,3 sales,2.78,34,1,PR14,,PR03,,NA
125,,1/4/2017,1 sales,5.08,11,5.99,PR14,,PR03,,NA
126,,1/4/2017,4 sales,9.81,54,2.65,PR14,,PR03,,NA
127,,1/4/2017,0 sales,0,6,7.25,PR14,,PR03,,NA
128,,1/4/2017,1 sales,9.7,24,11.45,PR14,,PR03,,NA
129,,1/4/2017,1 sales,1.94,15,2.1,PR14,,PR03,,NA
130,,1/4/2017,0 sales,0,3,7.25,PR14,,PR03,,NA
131,,1/5/2017,1 sales,24.49,6,28.9,PR14,,PR03,,NA
132,,1/5/2017,1 sales,0.65,10,0.7,PR14,,PR03,,NA
133,,1/5/2017,0 sales,0,12,10.9,PR14,,PR03,,NA
134,,1/5/2017,0 sales,0,8,12.9,PR14,,PR03,,NA
135,,1/5/2017,2 sales,5.46,48,2.95,PR14,,PR03,,NA
136,,1/5/2017,0 sales,0,8,3.9,PR14,,PR03,,NA
137,,1/5/2017,0 sales,0,19,0.75,PR14,,PR03,,NA
138,,1/5/2017,0 sales,0,5,9.85,PR14,,PR03,,NA
139,,1/5/2017,0 sales,0,1,2.9,PR14,,PR03,,NA
140,,1/5/2017,0 sales,0,44,2.15,PR14,,PR03,,NA
141,,1/5/2017,0 sales,0,16,2.95,PR14,,PR03,,NA
142,,1/5/2017,0 sales,0,2,8.9,PR14,,PR03,,NA
143,,1/5/2017,0 sales,0,0.004,59.9,PR14,,PR03,,NA
144,,1/5/2017,0 sales,0,3,1,PR14,,PR03,,NA
145,,1/5/2017,0 sales,0,6,5.99,PR14,,PR03,,NA
146,,1/5/2017,1 sales,1.16,20,1.25,PR14,,PR03,,NA
147,,1/5/2017,0 sales,0,2,8,PR14,,PR03,,NA
148,,1/5/2017,0 sales,0,2,11.65,PR14,,PR03,,NA
149,,1/5/2017,1 sales,2.08,13,2.25,PR14,,PR03,,NA
150,,1/5/2017,0 sales,0,4,9.85,PR14,,PR03,,NA
151,,1/5/2017,0 sales,0,18,5.95,PR14,,PR03,,NA
152,,1/5/2017,0 sales,0,2,29.99,PR14,,PR03,,NA
153,,1/5/2017,0 sales,0,10,2.1,PR14,,PR03,,NA
154,,1/5/2017,1 sales,5.46,0,NA,PR14,,PR03,,NA
155,,1/5/2017,5 sales,18.01,34,4.25,PR14,,PR03,,NA
156,,1/5/2017,0 sales,0,79,0.6,PR14,,PR03,,NA
157,,1/5/2017,0 sales,0,13,3.95,PR14,,PR03,,NA
158,,1/5/2017,0 sales,0,1,9,PR14,,PR03,,NA
159,,1/5/2017,10 sales,9.26,162,1,PR14,,PR03,,NA
160,,1/5/2017,0 sales,0,6,5.75,PR14,,PR03,,NA
161,,1/5/2017,0 sales,0,10,16.95,PR14,,PR03,,NA
162,,1/5/2017,0 sales,0,17,4.85,PR14,,PR03,,NA
163,,1/5/2017,0 sales,0,12,13,PR14,,PR03,,NA
164,,1/5/2017,0 sales,0,5,52.9,PR14,,PR03,,NA
165,,1/5/2017,1 sales,1,2,1,PR14,,PR03,,NA
166,,1/5/2017,1 sales,5.79,4,6.25,PR14,,PR03,,NA
167,,1/5/2017,0 sales,0,5,11.65,PR14,,PR03,,NA
168,,1/5/2017,0 sales,0,12,11.65,PR14,,PR03,,NA
169,,1/5/2017,0 sales,0,8,15.9,PR14,,PR03,,NA
170,,1/5/2017,0 sales,0,5,52.9,PR14,,PR03,,NA
171,,1/5/2017,0 sales,0,10,4.75,PR14,,PR03,,NA
172,,1/5/2017,0 sales,0,54,13,PR14,,PR03,,NA
173,,1/5/2017,0 sales,0,16,12.9,PR14,,PR03,,NA
174,,1/5/2017,0 sales,0,8,8.95,PR14,,PR03,,NA
175,,1/5/2017,0 sales,0,1,10.9,PR14,,PR03,,NA
176,,1/5/2017,0 sales,0,9,9.9,PR14,,PR03,,NA
177,,1/5/2017,1 sales,2.46,43,2.9,PR14,,PR03,,NA
178,,1/6/2017,1 sales,1.81,18,1.95,PR14,,PR03,,NA
179,,1/6/2017,4 sales,0.93,33,0.25,PR14,,PR03,,NA
180,,1/6/2017,0 sales,0,10,1.85,PR14,,PR03,,NA
181,,1/6/2017,0 sales,0,2,8.9,PR14,,PR03,,NA
182,,1/6/2017,0 sales,0,14,7.75,PR14,,PR03,,NA
183,,1/6/2017,1 sales,1.85,24,2,PR14,,PR03,,NA
184,,1/6/2017,0 sales,0,13,0.75,PR14,,PR03,,NA
185,,1/6/2017,0 sales,0,2,29.99,PR14,,PR03,,NA
186,,1/6/2017,0 sales,0,3,21.5,PR14,,PR03,,NA
187,,1/6/2017,0 sales,0,19,0.75,PR14,,PR03,,NA
188,,1/6/2017,0 sales,0,2,8.45,PR14,,PR03,,NA
189,,1/6/2017,0 sales,0,11,1.49,PR06,high,PR03,,NA
190,,1/6/2017,0 sales,0,32,0.5,PR14,,PR03,,NA
191,,1/6/2017,0 sales,0,23,4.75,PR14,,PR03,,NA
192,,1/6/2017,0 sales,0,16,19.75,PR14,,PR03,,NA
193,,1/6/2017,1 sales,0.79,3,0.85,PR14,,PR03,,NA
194,,1/6/2017,0 sales,0,6,4.75,PR14,,PR03,,NA
195,,1/6/2017,0 sales,0,6,17.9,PR14,,PR03,,NA
196,,1/6/2017,0 sales,0,15,6.45,PR14,,PR03,,NA
197,,1/6/2017,0 sales,0,6,24.95,PR14,,PR03,,NA
198,,1/6/2017,0 sales,0,4,52.9,PR14,,PR03,,NA
199,,1/6/2017,2 sales,4.17,0,NA,PR14,,PR03,,NA
200,,1/6/2017,0 sales,0,8,17.5,PR14,,PR03,,NA
201,,1/6/2017,2 sales,9.32,8,5.5,PR14,,PR03,,NA
202,,1/6/2017,0 sales,0,20,4.75,PR14,,PR03,,NA
203,,1/6/2017,1 sales,8.9,0,8.9,PR14,,PR03,,NA
204,,1/6/2017,1 sales,12.92,73,13.95,PR14,,PR03,,NA
205,,1/6/2017,0 sales,0,2,29.99,PR14,,PR03,,NA
206,,1/6/2017,0 sales,0,4,6.9,PR14,,PR03,,NA
207,,1/6/2017,0 sales,0,1,9.9,PR14,,PR03,,NA
208,,1/6/2017,0 sales,0,1,1,PR14,,PR03,,NA
209,,1/6/2017,1 sales,0.65,0,0.7,PR14,,PR03,,NA
210,,1/6/2017,0 sales,0,6,20.9,PR14,,PR03,,NA
211,,1/6/2017,0 sales,0,2,9.9,PR14,,PR03,,NA
212,,1/6/2017,0 sales,0,5,8.95,PR14,,PR03,,NA
213,,1/6/2017,0 sales,0,9,9.9,PR14,,PR03,,NA
214,,1/6/2017,0 sales,0,13,17.5,PR14,,PR03,,NA
215,,1/6/2017,0 sales,0,28,2.45,PR14,,PR03,,NA
216,,1/6/2017,0 sales,0,2,10,PR14,,PR03,,NA
217,,1/6/2017,3 sales,4.58,77,1.65,PR14,,PR03,,NA
218,,1/6/2017,0 sales,0,3,4.95,PR14,,PR03,,NA
219,,1/6/2017,0 sales,0,1,52.9,PR14,,PR03,,NA
220,,1/6/2017,0 sales,0,6,7.45,PR14,,PR03,,NA
221,,1/6/2017,2 sales,4.17,15,2.25,PR14,,PR03,,NA
222,,1/6/2017,0 sales,0,6,17.5,PR14,,PR03,,NA
223,,1/7/2017,0 sales,0,5,10.75,PR14,,PR03,,NA
224,,1/7/2017,0 sales,0,40,13.9,PR14,,PR03,,NA
225,,1/7/2017,0 sales,0,6,15.9,PR10,verylow,PR03,,NA
226,,1/7/2017,2 sales,3.43,20,1.85,PR14,,PR03,,NA
227,,1/7/2017,0 sales,0,8,2.45,PR14,,PR03,,NA
228,,1/7/2017,1 sales,2.46,12,2.9,PR14,,PR03,,NA
229,,1/7/2017,0 sales,0,13,6.9,PR14,,PR03,,NA
230,,1/7/2017,0 sales,0,7,9,PR14,,PR03,,NA
231,,1/7/2017,0 sales,0,10,2.95,PR14,,PR03,,NA
232,,1/7/2017,4 sales,17.59,31,4.75,PR14,,PR03,,NA
233,,1/7/2017,1 sales,12,1,12,PR14,,PR03,,NA
234,,1/7/2017,0 sales,0,9,29.9,PR14,,PR03,,NA
235,,1/7/2017,0 sales,0,3,4.95,PR14,,PR03,,NA
236,,1/7/2017,0 sales,0,5,9.9,PR14,,PR03,,NA
237,,1/7/2017,0 sales,0,12,1.4,PR14,,PR03,,NA
238,,1/7/2017,0 sales,0,3,24.95,PR05,moderate,PR03,,NA
239,,1/7/2017,0 sales,0,17,4,PR14,,PR03,,NA
240,,1/7/2017,0 sales,0,25,3.45,PR14,,PR03,,NA
241,,1/7/2017,0 sales,0,11,7.5,PR14,,PR03,,NA
242,,1/7/2017,0 sales,0,7,6.85,PR14,,PR03,,NA
243,,1/7/2017,0 sales,0,1,5.9,PR14,,PR03,,NA
244,,1/7/2017,0 sales,0,1,5.9,PR14,,PR03,,NA
245,,1/7/2017,0 sales,0,10,8.95,PR14,,PR03,,NA
246,,1/7/2017,0 sales,0,7,6.85,PR14,,PR03,,NA
247,,1/7/2017,0 sales,0,3,7.5,PR14,,PR03,,NA
248,,1/7/2017,0 sales,0,7,3.95,PR14,,PR03,,NA
249,,1/7/2017,0 sales,0,6,6.5,PR14,,PR03,,NA
250,,1/7/2017,0 sales,0,7,5.99,PR05,moderate,PR03,,NA
251,,1/7/2017,0 sales,0,2,52.9,PR14,,PR03,,NA
252,,1/7/2017,0 sales,0,4,24.5,PR14,,PR03,,NA
253,,1/7/2017,0 sales,0,4,11.95,PR14,,PR03,,NA
254,,1/7/2017,0 sales,0,5,14.95,PR14,,PR03,,NA
255,,1/7/2017,2 sales,4.91,82,2.65,PR14,,PR03,,NA
256,,1/7/2017,0 sales,0,27,7.75,PR14,,PR03,,NA
257,,1/7/2017,0 sales,0,3,4.9,PR14,,PR03,,NA
258,,1/7/2017,0 sales,0,2,1.5,PR14,,PR03,,NA
259,,1/7/2017,0 sales,0,18,4.75,PR14,,PR03,,NA
260,,1/7/2017,0 sales,0,4,3.99,PR14,,PR03,,NA
261,,1/7/2017,0 sales,0,3,10,PR14,,PR03,,NA
262,,1/7/2017,0 sales,0,14,2.5,PR14,,PR03,,NA
263,,1/7/2017,1 sales,5.51,34,5.95,PR14,,PR03,,NA
264,,1/7/2017,0 sales,0,18,21.5,PR14,,PR03,,NA
265,,1/7/2017,0 sales,0,15,10.9,PR14,,PR03,,NA
266,,1/7/2017,0 sales,0,6,12.99,PR14,,PR03,,NA
267,,1/7/2017,0 sales,0,5,4.95,PR14,,PR03,,NA
268,,1/8/2017,0 sales,0,5,24.95,PR14,,PR03,,NA
269,,1/8/2017,0 sales,0,9,7.25,PR14,,PR03,,NA
270,,1/8/2017,0 sales,0,5,13,PR14,,PR03,,NA
271,,1/8/2017,0 sales,0,11,6.5,PR14,,PR03,,NA
272,,1/8/2017,0 sales,0,8,10.9,PR14,,PR03,,NA
273,,1/8/2017,0 sales,0,22,2.25,PR14,,PR03,,NA
274,,1/8/2017,0 sales,0,23,10.9,PR14,,PR03,,NA
275,,1/8/2017,0 sales,0,6,9.9,PR14,,PR03,,NA
276,,1/8/2017,0 sales,0,4,6.9,PR14,,PR03,,NA
277,,1/8/2017,0 sales,0,9,5.95,PR14,,PR03,,NA
278,,1/8/2017,0 sales,0,24,2.1,PR10,low,PR03,,NA
279,,1/8/2017,0 sales,0,24,1.75,PR14,,PR03,,NA
280,,1/8/2017,0 sales,0,8,6.9,PR14,,PR03,,NA
281,,1/8/2017,0 sales,0,10,2.5,PR14,,PR03,,NA
282,,1/8/2017,0 sales,0,6,3.5,PR14,,PR03,,NA
283,,1/8/2017,0 sales,0,18,34.5,PR14,,PR03,,NA
284,,1/8/2017,0 sales,0,32,2.5,PR14,,PR03,,NA
285,,1/8/2017,0 sales,0,17,5.9,PR14,,PR03,,NA
286,,1/8/2017,0 sales,0,5,8.65,PR14,,PR03,,NA
287,,1/8/2017,2 sales,3.39,0,NA,PR14,,PR03,,NA
288,,1/8/2017,0 sales,0,21,9.95,PR05,low,PR03,,NA
289,,1/8/2017,0 sales,0,5,34.95,PR03,verylow,PR03,,NA
290,,1/8/2017,0 sales,0,7,8.5,PR14,,PR03,,NA
291,,1/8/2017,0 sales,0,5,2.75,PR14,,PR03,,NA
292,,1/8/2017,0 sales,0,2,0.75,PR14,,PR03,,NA
293,,1/8/2017,0 sales,0,16,0.85,PR14,,PR03,,NA
294,,1/8/2017,0 sales,0,12,4.5,PR14,,PR03,,NA
295,,1/8/2017,0 sales,0,8,29.9,PR14,,PR03,,NA
296,,1/8/2017,0 sales,0,16,13.9,PR14,,PR03,,NA
297,,1/8/2017,1 sales,9.87,6,11.65,PR14,,PR03,,NA
298,,1/8/2017,0 sales,0,5,0.25,PR14,,PR03,,NA
299,,1/8/2017,0 sales,0,35,2.5,PR14,,PR03,,NA
300,,1/8/2017,0 sales,0,4,20.9,PR14,,PR03,,NA
301,,1/8/2017,0 sales,0,20,3,PR14,,PR03,,NA
302,,1/8/2017,1 sales,5.05,9,5.45,PR14,,PR03,,NA
303,,1/8/2017,1 sales,0.69,23,0.75,PR14,,PR03,,NA
304,,1/8/2017,0 sales,0,4,4.75,PR14,,PR03,,NA
305,,1/8/2017,0 sales,0,5,17.9,PR14,,PR03,,NA
306,,1/8/2017,6 sales,9.17,10,1.65,PR14,,PR03,,NA
307,,1/8/2017,0 sales,0,7,13.9,PR03,verylow,PR03,,NA
308,,1/8/2017,0 sales,0,5,1.4,PR14,,PR03,,NA
309,,1/8/2017,0 sales,0,22,11.65,PR14,,PR03,,NA
310,,1/8/2017,0 sales,0,20,52.9,PR14,,PR03,,NA
311,,1/8/2017,0 sales,0,6,14.95,PR14,,PR03,,NA
312,,1/8/2017,0 sales,0,10,13.9,PR14,,PR03,,NA
313,,1/8/2017,0 sales,0,9,14.9,PR14,,PR03,,NA
314,,1/9/2017,0 sales,0,13,5.95,PR14,,PR03,,NA
315,,1/9/2017,0 sales,0,3,52.9,PR14,,PR03,,NA
316,,1/9/2017,7 sales,3.24,41,0.5,PR14,,PR03,,NA
317,,1/9/2017,0 sales,0,20,3.75,PR14,,PR03,,NA
318,,1/9/2017,0 sales,0,16,28.9,PR14,,PR03,,NA
319,,1/9/2017,0 sales,0,18,1.95,PR14,,PR03,,NA
320,,1/9/2017,0 sales,0,6,34.5,PR14,,PR03,,NA
321,,1/9/2017,0 sales,0,4,5.95,PR14,,PR03,,NA
322,,1/9/2017,0 sales,0,3,4.95,PR14,,PR03,,NA
323,,1/9/2017,0 sales,0,3,9.95,PR17,veryhigh,PR03,,NA
324,,1/9/2017,0 sales,0,19,0.45,PR14,,PR03,,NA
325,,1/9/2017,0 sales,0,14,24.95,PR14,,PR03,,NA
326,,1/9/2017,0 sales,0,10,3.95,PR14,,PR03,,NA
327,,1/9/2017,0 sales,0,40,0.7,PR14,,PR03,,NA
328,,1/9/2017,0 sales,0,4,1,PR14,,PR03,,NA
329,,1/9/2017,0 sales,0,5,9.85,PR14,,PR03,,NA
330,,1/9/2017,0 sales,0,6,1,PR14,,PR03,,NA
331,,1/9/2017,1 sales,20.76,2,24.5,PR14,,PR03,,NA
332,,1/9/2017,0 sales,0,3,7.75,PR14,,PR03,,NA
333,,1/9/2017,0 sales,0,11,2.1,PR10,low,PR03,,NA
334,,1/9/2017,0 sales,0,2,0.75,PR14,,PR03,,NA
335,,1/9/2017,0 sales,0,2,1.85,PR14,,PR03,,NA
336,,1/9/2017,2 sales,4.91,7,2.65,PR14,,PR03,,NA
337,,1/9/2017,2 sales,24.07,44,13,PR14,,PR03,,NA
338,,1/9/2017,0 sales,0,9,21.5,PR14,,PR03,,NA
339,,1/9/2017,1 sales,2.27,12,2.45,PR14,,PR03,,NA
340,,1/9/2017,0 sales,0,10,3.99,PR14,,PR03,,NA
341,,1/9/2017,1 sales,26.48,2,31.25,PR14,,PR03,,NA
342,,1/9/2017,0 sales,0,12,3.45,PR14,,PR03,,NA
343,,1/9/2017,0 sales,0,56,2.45,PR14,,PR03,,NA
344,,1/9/2017,1 sales,1.94,46,2.1,PR14,,PR03,,NA
345,,1/9/2017,0 sales,0,12,17.5,PR14,,PR03,,NA
346,,1/9/2017,0 sales,0,5,3.95,PR14,,PR03,,NA
347,,1/9/2017,0 sales,0,17,2.5,PR14,,PR03,,NA
348,,1/9/2017,0 sales,0,6,12.99,PR14,,PR03,,NA
349,,1/9/2017,0 sales,0,17,17.5,PR14,,PR03,,NA
350,,1/9/2017,0 sales,0,31,1.65,PR14,,PR03,,NA
351,,1/9/2017,0 sales,0,6,2.5,PR14,,PR03,,NA
352,,1/9/2017,1 sales,7.58,6,8.95,PR14,,PR03,,NA
353,,1/9/2017,0 sales,0,3,9.9,PR14,,PR03,,NA
354,,1/9/2017,0 sales,0,11,21.5,PR14,,PR03,,NA
355,,1/9/2017,0 sales,0,13,5.99,PR05,moderate,PR03,,NA
356,,1/10/2017,1 sales,8.39,6,9.9,PR14,,PR03,,NA
357,,1/10/2017,0 sales,0,8,11.9,PR14,,PR03,,NA
358,,1/10/2017,0 sales,0,10,9.9,PR14,,PR03,,NA
359,,1/10/2017,0 sales,0,4,24.5,PR14,,PR03,,NA
360,,1/10/2017,1 sales,1.94,6,2.1,PR14,,PR03,,NA
361,,1/10/2017,0 sales,0,16,2.25,PR14,,PR03,,NA
362,,1/10/2017,1 sales,2.08,13,2.25,PR14,,PR03,,NA
363,,1/10/2017,0 sales,0,19,13,PR14,,PR03,,NA
364,,1/10/2017,0 sales,0,8,12.9,PR14,,PR03,,NA
365,,1/10/2017,0 sales,0,6,7.45,PR14,,PR03,,NA
366,,1/10/2017,0 sales,0,50,9.9,PR05,verylow,PR03,,NA
367,,1/10/2017,0 sales,0,39,2.25,PR14,,PR03,,NA
368,,1/10/2017,0 sales,0,17,1.95,PR14,,PR03,,NA
369,,1/10/2017,0 sales,0,7,14.95,PR14,,PR03,,NA
370,,1/10/2017,1 sales,1.48,25,2.1,PR10,low,PR03,,NA
371,,1/10/2017,0 sales,0,7,59.9,PR14,,PR03,,NA
372,,1/10/2017,2 sales,3.06,11,1.65,PR14,,PR03,,NA
