order_id,order_date,order_date_2,sales,revenue,stock,price,promo_type_1,promo_bin_1,promo_type_2,promo_bin_2,promo_discount_2
18117,1/1/2018,1-Jan-18,0,0,3,24.95,PR14,,PR03,,NA
18118,1/1/2018,1-Jan-18,0,0,6,15,PR14,,PR03,,NA
18119,1/1/2018,1-Jan-18,0,0,3,7.95,PR14,,PR03,,NA
18120,1/1/2018,1-Jan-18,0,0,39,2.45,PR14,,PR03,,NA
18121,1/1/2018,1-Jan-18,0,0,1,,PR14,,PR03,,NA
18122,1/1/2018,1-Jan-18,1,3.75,28,4.05,PR14,,PR03,,NA
18123,1/1/2018,1-Jan-18,0,0,4,10.9,PR14,,PR03,,NA
18124,1/1/2018,1-Jan-18,1,18.98,7,20.5,PR14,,PR03,,NA
18125,1/1/2018,1-Jan-18,0,0,34,2.45,PR14,,PR03,,NA
18126,1/1/2018,1-Jan-18,0,0,15,59.9,PR14,,PR03,,NA
18127,1/1/2018,1-Jan-18,0,0,10,23.5,PR14,,PR03,,NA
18128,1/1/2018,1-Jan-18,0,0,8,,PR14,,PR03,,NA
18129,1/1/2018,1-Jan-18,0,0,12,3.5,PR14,,PR03,,NA
18130,1/1/2018,1-Jan-18,1,16.91,6,19.95,PR14,,PR03,,NA
18131,1/1/2018,1-Jan-18,0,0,11,9.9,PR14,,PR03,,NA
18132,1/1/2018,1-Jan-18,0,0,10,0.75,PR14,,PR03,,NA
18133,1/1/2018,1-Jan-18,0,0,4,104.9,PR14,,PR03,,NA
18134,1/1/2018,1-Jan-18,1,1.57,7,1.7,PR14,,PR03,,NA
18135,1/1/2018,1-Jan-18,0,0,1,9.45,PR05,low,PR03,,NA
18136,1/1/2018,1-Jan-18,0,0,30,4.9,PR14,,PR03,,NA
18137,1/1/2018,1-Jan-18,0,0,6,2,PR14,,PR03,,NA
18138,1/1/2018,1-Jan-18,0,0,8,0.5,PR14,,PR03,,NA
18139,1/1/2018,1-Jan-18,0,0,2,7,PR05,moderate,PR03,,NA
18140,1/1/2018,1-Jan-18,1,8.01,7,9.45,PR14,,PR03,,NA
18141,1/1/2018,1-Jan-18,0,0,3,6.4,PR14,,PR03,,NA
18142,1/1/2018,1-Jan-18,3,1.39,33,0.5,PR14,,PR03,,NA
18143,1/1/2018,1-Jan-18,0,0,5,3.25,PR14,,PR03,,NA
18144,1/1/2018,1-Jan-18,0,0,21,0.75,PR14,,PR03,,NA
18145,1/1/2018,1-Jan-18,0,0,6,10.75,PR14,,PR03,,NA
18146,1/1/2018,1-Jan-18,0,0,5,29.5,PR14,,PR03,,NA
18147,1/1/2018,1-Jan-18,0,0,5,2.95,PR14,,PR03,,NA
18148,1/1/2018,1-Jan-18,0,0,8,2,PR14,,PR03,,NA
18149,1/1/2018,1-Jan-18,1,2.31,9,2.5,PR14,,PR03,,NA
18150,1/1/2018,1-Jan-18,0,0,8,7.95,PR14,,PR03,,NA
18151,1/1/2018,1-Jan-18,0,0,7,4.5,PR14,,PR03,,NA
18152,1/1/2018,1-Jan-18,2,10,17,5.9,PR14,,PR03,,NA
18153,1/1/2018,1-Jan-18,0,0,2,7.5,PR14,,PR03,,NA
18154,1/1/2018,1-Jan-18,0,0,30,0.75,PR14,,PR03,,NA
18155,1/1/2018,1-Jan-18,1,11.02,5,11.9,PR14,,PR03,,NA
18156,1/1/2018,1-Jan-18,0,0,3,4.95,PR07,verylow,PR03,,NA
18157,1/1/2018,1-Jan-18,0,0,4,6.4,PR14,,PR03,,NA
18158,1/1/2018,1-Jan-18,0,0,6,29.9,PR14,,PR03,,NA
18159,1/1/2018,1-Jan-18,0,0,5,3.95,PR14,,PR03,,NA
18160,1/1/2018,1-Jan-18,0,0,9,6,PR14,,PR03,,NA
18161,1/1/2018,1-Jan-18,0,0,3,5.25,PR14,,PR03,,NA
18162,1/1/2018,1-Jan-18,0,0,11,0.65,PR14,,PR03,,NA
18163,1/1/2018,1-Jan-18,0,0,1,5.5,PR14,,PR03,,NA
18164,1/1/2018,1-Jan-18,1,2.97,48,3.5,PR14,,PR03,,NA
18165,1/1/2018,1-Jan-18,0,0,27,5.9,PR14,,PR03,,NA
18166,1/1/2018,1-Jan-18,0,0,1,42.9,PR14,,PR03,,NA
18167,1/1/2018,1-Jan-18,0,0,5,10.75,PR05,verylow,PR03,,NA
18168,1/1/2018,1-Jan-18,0,0,48,,PR14,,PR03,,NA
18169,1/1/2018,1-Jan-18,0,0,10,16.9,PR10,verylow,PR03,,NA
18170,1/1/2018,1-Jan-18,0,0,3,1.15,PR14,,PR03,,NA
18171,1/1/2018,1-Jan-18,0,0,5,5.5,PR14,,PR03,,NA
18172,1/1/2018,1-Jan-18,0,0,5,3.25,PR14,,PR03,,NA
18173,1/1/2018,1-Jan-18,0,0,26,2.35,PR14,,PR03,,NA
18174,1/1/2018,1-Jan-18,0,0,6,10.9,PR14,,PR03,,NA
18175,1/1/2018,1-Jan-18,0,0,18,2.25,PR14,,PR03,,NA
18176,1/1/2018,1-Jan-18,1,2.87,30,3.1,PR14,,PR03,,NA
18177,1/1/2018,1-Jan-18,1,3.81,39,4.5,PR14,,PR03,,NA
18178,1/1/2018,1-Jan-18,0,0,3,2.25,PR14,,PR03,,NA
18179,1/1/2018,1-Jan-18,0,0,5,11.9,PR14,,PR03,,NA
18180,1/2/2018,2-Jan-18,0,0,32,4.5,PR03,verylow,PR03,,NA
18181,1/2/2018,2-Jan-18,0,0,7,20.5,PR14,,PR03,,NA
18182,1/2/2018,2-Jan-18,0,0,6,4.25,PR14,,PR03,,NA
18183,1/2/2018,2-Jan-18,1,8.43,12,9.95,PR14,,PR03,,NA
18184,1/2/2018,2-Jan-18,0,0,15,9.95,PR14,,PR03,,NA
18185,1/2/2018,2-Jan-18,1,1.85,4,2.25,PR10,verylow,PR03,,NA
18186,1/2/2018,2-Jan-18,0,0,1,6.4,PR14,,PR03,,NA
18187,1/2/2018,2-Jan-18,0,0,6,4,PR14,,PR03,,NA
18188,1/2/2018,2-Jan-18,1,10.08,9,,PR14,,PR03,,NA
18189,1/2/2018,2-Jan-18,0,0,8,2.5,PR14,,PR03,,NA
18190,1/2/2018,2-Jan-18,0,0,24,5.75,PR14,,PR03,,NA
18191,1/2/2018,2-Jan-18,0,0,8,12.95,PR05,low,PR03,,NA
18192,1/2/2018,2-Jan-18,0,0,3,8.9,PR05,moderate,PR03,,NA
18193,1/2/2018,2-Jan-18,2,2.31,11,1.25,PR14,,PR03,,NA
18194,1/2/2018,2-Jan-18,0,0,9,1.7,PR14,,PR03,,NA
18195,1/2/2018,2-Jan-18,0,0,3,11.9,PR14,,PR03,,NA
18196,1/2/2018,2-Jan-18,0,0,6,31.9,PR14,,PR03,,NA
18197,1/2/2018,2-Jan-18,0,0,5,11.9,PR14,,PR03,,NA
18198,1/2/2018,2-Jan-18,0,0,28,4.5,PR14,,PR03,,NA
18199,1/2/2018,2-Jan-18,0,0,7,3.5,PR05,verylow,PR03,,NA
18200,1/2/2018,2-Jan-18,0,0,7,11.9,PR14,,PR03,,NA
18201,1/2/2018,2-Jan-18,1,7.36,5,7.95,PR14,,PR03,,NA
18202,1/2/2018,2-Jan-18,0,0,4,6,PR14,,PR03,,NA
18203,1/2/2018,2-Jan-18,0,0,4,4.95,PR07,verylow,PR03,,NA
18204,1/2/2018,2-Jan-18,1,0.7,23,,PR14,,PR03,,NA
18205,1/2/2018,2-Jan-18,0,0,4,0.5,PR14,,PR03,,NA
18206,1/2/2018,2-Jan-18,0,0,8,17.25,PR14,,PR03,,NA
18207,1/2/2018,2-Jan-18,0,0,4,7.95,PR14,,PR03,,NA
18208,1/2/2018,2-Jan-18,0,0,3,,PR14,,PR03,,NA
18209,1/2/2018,2-Jan-18,0,0,6,15.5,PR14,,PR03,,NA
18210,1/2/2018,2-Jan-18,0,0,7,9.95,PR14,,PR03,,NA
18211,1/2/2018,2-Jan-18,0,0,24,5.5,PR14,,PR03,,NA
18212,1/2/2018,2-Jan-18,4,24.07,114,6.5,PR03,verylow,PR03,,NA
18213,1/2/2018,2-Jan-18,1,1.62,23,1.75,PR14,,PR03,,NA
18214,1/2/2018,2-Jan-18,3,18.06,36,6.5,PR03,verylow,PR03,,NA
18215,1/2/2018,2-Jan-18,0,0,3,7.9,PR14,,PR03,,NA
18216,1/2/2018,2-Jan-18,0,0,22,10.75,PR14,,PR03,,NA
18217,1/2/2018,2-Jan-18,0,0,6,20.9,PR14,,PR03,,NA
18218,1/2/2018,2-Jan-18,0,0,16,4,PR05,verylow,PR03,,NA
18219,1/2/2018,2-Jan-18,0,0,12,9.99,PR14,,PR03,,NA
18220,1/2/2018,2-Jan-18,0,0,30,4.5,PR14,,PR03,,NA
18221,1/2/2018,2-Jan-18,0,0,79,,PR14,,PR03,,NA
18222,1/2/2018,2-Jan-18,0,0,11,1,PR14,,PR03,,NA
18223,1/2/2018,2-Jan-18,1,0.69,18,0.75,PR14,,PR03,,NA
18224,1/2/2018,2-Jan-18,0,0,144,2,PR14,,PR03,,NA
18225,1/2/2018,2-Jan-18,0,0,9,0.7,PR14,,PR03,,NA
18226,1/2/2018,2-Jan-18,0,0,2,3.35,PR14,,PR03,,NA
18227,1/2/2018,2-Jan-18,2,7.13,17,3.85,PR14,,PR03,,NA
18228,1/2/2018,2-Jan-18,0,0,10,2.65,PR14,,PR03,,NA
18229,1/2/2018,2-Jan-18,0,0,3,12,PR14,,PR03,,NA
18230,1/2/2018,2-Jan-18,0,0,23,5.5,PR14,,PR03,,NA
18231,1/2/2018,2-Jan-18,0,0,13,2.2,PR14,,PR03,,NA
18232,1/2/2018,2-Jan-18,0,0,1,,PR14,,PR03,,NA
18233,1/2/2018,2-Jan-18,0,0,30,2,PR14,,PR03,,NA
18234,1/2/2018,2-Jan-18,0,0,7,10.75,PR05,verylow,PR03,,NA
18235,1/2/2018,2-Jan-18,3,8.19,96,2.95,PR14,,PR03,,NA
18236,1/2/2018,2-Jan-18,0,0,14,3.5,PR14,,PR03,,NA
18237,1/2/2018,2-Jan-18,0,0,19,7.25,PR14,,PR03,,NA
18238,1/2/2018,2-Jan-18,0,0,6,7.95,PR14,,PR03,,NA
18239,1/2/2018,2-Jan-18,0,0,2,17.9,PR14,,PR03,,NA
18240,1/2/2018,2-Jan-18,0,0,4,12.95,PR06,verylow,PR03,,NA
18241,1/2/2018,2-Jan-18,0,0,19,4.45,PR14,,PR03,,NA
18242,1/2/2018,2-Jan-18,0,0,8,32.5,PR05,moderate,PR03,,NA
18243,1/2/2018,2-Jan-18,0,0,13,10.75,PR14,,PR03,,NA
18244,1/2/2018,2-Jan-18,1,8.43,14,9.95,PR14,,PR03,,NA
18245,1/2/2018,2-Jan-18,0,0,12,29.9,PR14,,PR03,,NA
18246,1/2/2018,2-Jan-18,0,0,4,10,PR14,,PR03,,NA
18247,1/3/2018,3-Jan-18,0,0,47,3.1,PR14,,PR03,,NA
18248,1/3/2018,3-Jan-18,0,0,7,29.9,PR14,,PR03,,NA
18249,1/3/2018,3-Jan-18,0,0,34,31.9,PR14,,PR03,,NA
18250,1/3/2018,3-Jan-18,0,0,6,29.95,PR14,,PR03,,NA
18251,1/3/2018,3-Jan-18,0,0,9,20.9,PR14,,PR03,,NA
18252,1/3/2018,3-Jan-18,0,0,17,7.45,PR14,,PR03,,NA
18253,1/3/2018,3-Jan-18,1,1.96,8,2.65,PR05,verylow,PR03,,NA
18254,1/3/2018,3-Jan-18,0,0,3,104.9,PR14,,PR03,,NA
18255,1/3/2018,3-Jan-18,0,0,5,699,PR03,verylow,PR03,,NA
18256,1/3/2018,3-Jan-18,0,0,4,14.5,PR06,high,PR03,,NA
18257,1/3/2018,3-Jan-18,4,2.78,14,0.75,PR14,,PR03,,NA
18258,1/3/2018,3-Jan-18,1,1,1,1,PR14,,PR03,,NA
18259,1/3/2018,3-Jan-18,0,0,5,15.95,PR14,,PR03,,NA
18260,1/3/2018,3-Jan-18,0,0,10,2.25,PR14,,PR03,,NA
18261,1/3/2018,3-Jan-18,0,0,2,11.9,PR14,,PR03,,NA
18262,1/3/2018,3-Jan-18,3,2.78,12,1,PR14,,PR03,,NA
18263,1/3/2018,3-Jan-18,0,0,4,2.2,PR14,,PR03,,NA
18264,1/3/2018,3-Jan-18,0,0,22,11.9,PR14,,PR03,,NA
18265,1/3/2018,3-Jan-18,0,0,5,19.9,PR10,verylow,PR03,,NA
18266,1/3/2018,3-Jan-18,0,0,11,2.5,PR14,,PR03,,NA
18267,1/3/2018,3-Jan-18,0,0,1,9.9,PR14,,PR03,,NA
18268,1/3/2018,3-Jan-18,0,0,7,2.35,PR14,,PR03,,NA
18269,1/3/2018,3-Jan-18,0,0,3,15.95,PR14,,PR03,,NA
18270,1/3/2018,3-Jan-18,2,23.56,4,13.9,PR14,,PR03,,NA
18271,1/3/2018,3-Jan-18,0,0,1,7.9,PR14,,PR03,,NA
18272,1/3/2018,3-Jan-18,0,0,6,1,PR14,,PR03,,NA
18273,1/3/2018,3-Jan-18,0,0,1,7.25,PR14,,PR03,,NA
18274,1/3/2018,3-Jan-18,0,0,39,2.5,PR14,,PR03,,NA
18275,1/3/2018,3-Jan-18,0,0,19,23.5,PR14,,PR03,,NA
18276,1/3/2018,3-Jan-18,0,0,10,31.9,PR14,,PR03,,NA
18277,1/3/2018,3-Jan-18,1,1.96,4,2.65,PR05,verylow,PR03,,NA
18278,1/3/2018,3-Jan-18,2,0.93,46,0.5,PR14,,PR03,,NA
18279,1/3/2018,3-Jan-18,0,0,4,7.95,PR05,verylow,PR03,,NA
18280,1/3/2018,3-Jan-18,1,1.06,99,1.15,PR14,,PR03,,NA
18281,1/3/2018,3-Jan-18,3,5.56,14,2,PR14,,PR03,,NA
18282,1/3/2018,3-Jan-18,0,0,10.13,5.95,PR14,,PR03,,NA
18283,1/3/2018,3-Jan-18,0,0,10,109.95,PR14,,PR03,,NA
18284,1/3/2018,3-Jan-18,0,0,24,1.85,PR14,,PR03,,NA
18285,1/3/2018,3-Jan-18,0,0,4,19.5,PR05,low,PR03,,NA
18286,1/3/2018,3-Jan-18,0,0,12,2.25,PR14,,PR03,,NA
18287,1/3/2018,3-Jan-18,0,0,6,59.9,PR14,,PR03,,NA
18288,1/3/2018,3-Jan-18,0,0,2,8.9,PR14,,PR03,,NA
18289,1/3/2018,3-Jan-18,0,0,12,,PR14,,PR03,,NA
18290,1/3/2018,3-Jan-18,0,0,9,4.95,PR07,verylow,PR03,,NA
18291,1/3/2018,3-Jan-18,0,0,21,13.9,PR14,,PR03,,NA
18292,1/3/2018,3-Jan-18,0,0,13,5.9,PR14,,PR03,,NA
18293,1/3/2018,3-Jan-18,2,7.13,23,3.85,PR14,,PR03,,NA
18294,1/3/2018,3-Jan-18,0,0,19,1.95,PR14,,PR03,,NA
18295,1/3/2018,3-Jan-18,1,1.16,26,1.25,PR14,,PR03,,NA
18296,1/3/2018,3-Jan-18,0,0,73,,PR14,,PR03,,NA
18297,1/3/2018,3-Jan-18,0,0,2,1,PR14,,PR03,,NA
18298,1/3/2018,3-Jan-18,1,0.6,39,0.65,PR14,,PR03,,NA
18299,1/3/2018,3-Jan-18,0,0,8,8.5,PR14,,PR03,,NA
18300,1/3/2018,3-Jan-18,0,0,10,1.95,PR14,,PR03,,NA
18301,1/3/2018,3-Jan-18,0,0,31,2.25,PR14,,PR03,,NA
18302,1/3/2018,3-Jan-18,0,0,31,4.9,PR14,,PR03,,NA
18303,1/4/2018,4-Jan-18,0,0,14,3.85,PR14,,PR03,,NA
18304,1/4/2018,4-Jan-18,0,0,12,23.5,PR10,verylow,PR03,,NA
18305,1/4/2018,4-Jan-18,0,0,16,,PR14,,PR03,,NA
18306,1/4/2018,4-Jan-18,0,0,10,10.75,PR14,,PR03,,NA
18307,1/4/2018,4-Jan-18,0,0,7,29.9,PR14,,PR03,,NA
18308,1/4/2018,4-Jan-18,1,7.36,14,7.95,PR14,,PR03,,NA
18309,1/4/2018,4-Jan-18,0,0,11,19.9,PR14,,PR03,,NA
18310,1/4/2018,4-Jan-18,0,0,12,31.9,PR14,,PR03,,NA
18311,1/4/2018,4-Jan-18,0,0,1,2.2,PR14,,PR03,,NA
18312,1/4/2018,4-Jan-18,0,0,21,5.95,PR14,,PR03,,NA
18313,1/4/2018,4-Jan-18,0,0,6,19.9,PR14,,PR03,,NA
18314,1/4/2018,4-Jan-18,1,2.08,7,2.25,PR14,,PR03,,NA
18315,1/4/2018,4-Jan-18,0,0,4,24.5,PR14,,PR03,,NA
18316,1/4/2018,4-Jan-18,0,0,8,12.9,PR14,,PR03,,NA
18317,1/4/2018,4-Jan-18,1,0.93,12,1,PR14,,PR03,,NA
18318,1/4/2018,4-Jan-18,0,0,1,,PR14,,PR03,,NA
18319,1/4/2018,4-Jan-18,0,0,2,16.9,PR14,,PR03,,NA
18320,1/4/2018,4-Jan-18,0,0,12,,PR14,,PR03,,NA
18321,1/4/2018,4-Jan-18,0,0,6,29.95,PR14,,PR03,,NA
18322,1/4/2018,4-Jan-18,0,0,21,3.25,PR14,,PR03,,NA
18323,1/4/2018,4-Jan-18,0,0,5,8.5,PR10,moderate,PR03,,NA
18324,1/4/2018,4-Jan-18,0,0,5,10.75,PR14,,PR03,,NA
18325,1/4/2018,4-Jan-18,2,2.31,21,1.25,PR14,,PR03,,NA
18326,1/4/2018,4-Jan-18,2,19.91,19,10.75,PR14,,PR03,,NA
18327,1/4/2018,4-Jan-18,0,0,18,1.25,PR14,,PR03,,NA
18328,1/4/2018,4-Jan-18,0,0,7,18.9,PR14,,PR03,,NA
18329,1/4/2018,4-Jan-18,1,2.31,16,2.5,PR14,,PR03,,NA
18330,1/4/2018,4-Jan-18,0,0,10,6.5,PR14,,PR03,,NA
18331,1/4/2018,4-Jan-18,0,0,17,19.9,PR14,,PR03,,NA
18332,1/4/2018,4-Jan-18,0,0,11,39.9,PR14,,PR03,,NA
18333,1/4/2018,4-Jan-18,0,0,10,4.45,PR03,verylow,PR03,,NA
18334,1/4/2018,4-Jan-18,0,0,14,5.25,PR14,,PR03,,NA
18335,1/4/2018,4-Jan-18,2,2.69,12,1.45,PR14,,PR03,,NA
18336,1/4/2018,4-Jan-18,0,0,3,10,PR14,,PR03,,NA
18337,1/4/2018,4-Jan-18,0,0,43,2.95,PR14,,PR03,,NA
18338,1/4/2018,4-Jan-18,0,0,3,2,PR14,,PR03,,NA
18339,1/4/2018,4-Jan-18,0,0,15,7.9,PR14,,PR03,,NA
18340,1/4/2018,4-Jan-18,0,0,15,2,PR14,,PR03,,NA
18341,1/4/2018,4-Jan-18,5,2.31,23,0.5,PR14,,PR03,,NA
18342,1/4/2018,4-Jan-18,0,0,3,3.75,PR14,,PR03,,NA
18343,1/4/2018,4-Jan-18,0,0,68,2.95,PR14,,PR03,,NA
18344,1/4/2018,4-Jan-18,0,0,17,6.4,PR05,low,PR03,,NA
18345,1/4/2018,4-Jan-18,0,0,4,2.25,PR14,,PR03,,NA
18346,1/4/2018,4-Jan-18,0,0,12,4.05,PR14,,PR03,,NA
18347,1/4/2018,4-Jan-18,0,0,7,7.75,PR14,,PR03,,NA
18348,1/4/2018,4-Jan-18,0,0,12,29.9,PR14,,PR03,,NA
18349,1/4/2018,4-Jan-18,0,0,12,3.25,PR14,,PR03,,NA
18350,1/4/2018,4-Jan-18,0,0,12,19.9,PR14,,PR03,,NA
18351,1/4/2018,4-Jan-18,0,0,28,0.65,PR14,,PR03,,NA
18352,1/4/2018,4-Jan-18,1,6,6,6,PR14,,PR03,,NA
18353,1/4/2018,4-Jan-18,0,0,3,6.55,PR14,,PR03,,NA
18354,1/4/2018,4-Jan-18,0,0,11,9.9,PR14,,PR03,,NA
18355,1/4/2018,4-Jan-18,0,0,8,1.85,PR14,,PR03,,NA
18356,1/4/2018,4-Jan-18,0,0,18,5.5,PR14,,PR03,,NA
18357,1/4/2018,4-Jan-18,0,0,12,3.75,PR14,,PR03,,NA
18358,1/5/2018,5-Jan-18,0,0,2,16.9,PR14,,PR03,,NA
18359,1/5/2018,5-Jan-18,1,21.14,5,24.95,PR14,,PR03,,NA
18360,1/5/2018,5-Jan-18,0,0,6,6.45,PR14,,PR03,,NA
18361,1/5/2018,5-Jan-18,0,0,50,5.9,PR14,,PR03,,NA
18362,1/5/2018,5-Jan-18,0,0,5,10,PR14,,PR03,,NA
18363,1/5/2018,5-Jan-18,0,0,10,29.95,PR14,,PR03,,NA
18364,1/5/2018,5-Jan-18,0,0,4,29.9,PR14,,PR03,,NA
18365,1/5/2018,5-Jan-18,0,0,20,7.9,PR14,,PR03,,NA
18366,1/5/2018,5-Jan-18,0,0,2,29.95,PR14,,PR03,,NA
18367,1/5/2018,5-Jan-18,0,0,19,3.15,PR14,,PR03,,NA
18368,1/5/2018,5-Jan-18,0,0,10,20.9,PR14,,PR03,,NA
18369,1/5/2018,5-Jan-18,0,0,41,4.9,PR14,,PR03,,NA
18370,1/5/2018,5-Jan-18,0,0,7,21.9,PR14,,PR03,,NA
18371,1/5/2018,5-Jan-18,0,0,10,7.5,PR14,,PR03,,NA
18372,1/5/2018,5-Jan-18,0,0,73,,PR14,,PR03,,NA
18373,1/5/2018,5-Jan-18,0,0,1,11.5,PR14,,PR03,,NA
18374,1/5/2018,5-Jan-18,0,0,6,3.95,PR14,,PR03,,NA
18375,1/5/2018,5-Jan-18,0,0,26,4.5,PR14,,PR03,,NA
18376,1/5/2018,5-Jan-18,0,0,8,22.9,PR14,,PR03,,NA
18377,1/5/2018,5-Jan-18,0,0,3,16.9,PR14,,PR03,,NA
18378,1/5/2018,5-Jan-18,0,0,6,16.9,PR14,,PR03,,NA
18379,1/5/2018,5-Jan-18,0,0,7,9.95,PR14,,PR03,,NA
18380,1/5/2018,5-Jan-18,2,1.3,14,0.7,PR14,,PR03,,NA
18381,1/5/2018,5-Jan-18,1,1,6,1,PR14,,PR03,,NA
18382,1/5/2018,5-Jan-18,2,5.83,35,3.15,PR14,,PR03,,NA
18383,1/5/2018,5-Jan-18,0,0,1,8.9,PR14,,PR03,,NA
18384,1/5/2018,5-Jan-18,0,0,3,20.9,PR14,,PR03,,NA
18385,1/5/2018,5-Jan-18,0,0,8,9.9,PR14,,PR03,,NA
18386,1/5/2018,5-Jan-18,0,0,6,12.9,PR14,,PR03,,NA
18387,1/5/2018,5-Jan-18,5,29.86,23,6.45,PR14,,PR03,,NA
18388,1/5/2018,5-Jan-18,0,0,38,1.15,PR14,,PR03,,NA
18389,1/5/2018,5-Jan-18,0,0,105,3.1,PR14,,PR03,,NA
18390,1/5/2018,5-Jan-18,0,0,3,1.4,PR14,,PR03,,NA
18391,1/5/2018,5-Jan-18,0,0,16,3.25,PR14,,PR03,,NA
18392,1/5/2018,5-Jan-18,0,0,7,17.9,PR14,,PR03,,NA
18393,1/5/2018,5-Jan-18,1,3.24,15,3.5,PR14,,PR03,,NA
18394,1/5/2018,5-Jan-18,0,0,4,29.95,PR14,,PR03,,NA
18395,1/5/2018,5-Jan-18,0,0,7,15.95,PR14,,PR03,,NA
18396,1/5/2018,5-Jan-18,0,0,24,3.95,PR14,,PR03,,NA
18397,1/5/2018,5-Jan-18,0,0,19,,PR14,,PR03,,NA
18398,1/5/2018,5-Jan-18,0,0,9,33.9,PR14,,PR03,,NA
18399,1/5/2018,5-Jan-18,0,0,13,1.95,PR14,,PR03,,NA
18400,1/5/2018,5-Jan-18,0,0,26,,PR14,,PR03,,NA
18401,1/5/2018,5-Jan-18,0,0,6,15.95,PR14,,PR03,,NA
18402,1/5/2018,5-Jan-18,0,0,16,3.95,PR14,,PR03,,NA
18403,1/5/2018,5-Jan-18,0,0,17,6.5,PR14,,PR03,,NA
18404,1/5/2018,5-Jan-18,0,0,7,16.9,PR14,,PR03,,NA
18405,1/5/2018,5-Jan-18,0,0,18,12.5,PR14,,PR03,,NA
18406,1/5/2018,5-Jan-18,1,13.84,8,14.95,PR14,,PR03,,NA
18407,1/5/2018,5-Jan-18,0,0,34,,PR14,,PR03,,NA
18408,1/5/2018,5-Jan-18,0,0,6,14.95,PR14,,PR03,,NA
18409,1/5/2018,5-Jan-18,0,0,144,0.6,PR14,,PR03,,NA
18410,1/5/2018,5-Jan-18,0,0,6,15.95,PR14,,PR03,,NA
18411,1/5/2018,5-Jan-18,0,0,3,11.9,PR14,,PR03,,NA
18412,1/5/2018,5-Jan-18,0,0,6,10.9,PR14,,PR03,,NA
18413,1/5/2018,5-Jan-18,0,0,12,13.9,PR14,,PR03,,NA
18414,1/5/2018,5-Jan-18,0,0,10,13.9,PR14,,PR03,,NA
18415,1/6/2018,6-Jan-18,0,0,9,9.45,PR14,,PR03,,NA
18416,1/6/2018,6-Jan-18,0,0,10,4.45,PR14,,PR03,,NA
18417,1/6/2018,6-Jan-18,0,0,4,12.9,PR14,,PR03,,NA
18418,1/6/2018,6-Jan-18,0,0,37,4.05,PR14,,PR03,,NA
18419,1/6/2018,6-Jan-18,1,3.24,19,3.5,PR14,,PR03,,NA
18420,1/6/2018,6-Jan-18,1,5.79,18,8.5,PR10,moderate,PR03,,NA
18421,1/6/2018,6-Jan-18,1,4.12,18,4.45,PR03,verylow,PR03,,NA
18422,1/6/2018,6-Jan-18,0,0,4,49.5,PR14,,PR03,,NA
18423,1/6/2018,6-Jan-18,0,0,16,,PR14,,PR03,,NA
18424,1/6/2018,6-Jan-18,0,0,11,7.9,PR14,,PR03,,NA
18425,1/6/2018,6-Jan-18,0,0,9,18.95,PR14,,PR03,,NA
18426,1/6/2018,6-Jan-18,0,0,4,2.9,PR14,,PR03,,NA
18427,1/6/2018,6-Jan-18,0,0,4,59.9,PR14,,PR03,,NA
18428,1/6/2018,6-Jan-18,0,0,21,0.75,PR14,,PR03,,NA
18429,1/6/2018,6-Jan-18,0,0,33,1.75,PR14,,PR03,,NA
18430,1/6/2018,6-Jan-18,0,0,22,18.9,PR05,moderate,PR03,,NA
18431,1/6/2018,6-Jan-18,1,25.38,8,29.95,PR14,,PR03,,NA
18432,1/6/2018,6-Jan-18,4,2.41,93,,PR14,,PR03,,NA
18433,1/6/2018,6-Jan-18,2,1.5,0,0.75,PR14,,PR03,,NA
18434,1/6/2018,6-Jan-18,0,0,9,1.4,PR14,,PR03,,NA
18435,1/6/2018,6-Jan-18,0,0,1,59.5,PR14,,PR03,,NA
18436,1/6/2018,6-Jan-18,0,0,17,26.9,PR14,,PR03,,NA
18437,1/6/2018,6-Jan-18,0,0,2,24.5,PR14,,PR03,,NA
18438,1/6/2018,6-Jan-18,0,0,11,39.9,PR14,,PR03,,NA
18439,1/6/2018,6-Jan-18,0,0,19,0.65,PR14,,PR03,,NA
18440,1/6/2018,6-Jan-18,4,3.7,37,1,PR14,,PR03,,NA
18441,1/6/2018,6-Jan-18,0,0,6,19.9,PR14,,PR03,,NA
18442,1/6/2018,6-Jan-18,0,0,37,0.6,PR14,,PR03,,NA
18443,1/6/2018,6-Jan-18,0,0,5,5.5,PR14,,PR03,,NA
18444,1/6/2018,6-Jan-18,0,0,6,10.9,PR14,,PR03,,NA
18445,1/6/2018,6-Jan-18,0,0,15,1.75,PR14,,PR03,,NA
18446,1/6/2018,6-Jan-18,0,0,4,59.5,PR14,,PR03,,NA
18447,1/6/2018,6-Jan-18,0,0,23,1.25,PR14,,PR03,,NA
18448,1/6/2018,6-Jan-18,0,0,17,9.9,PR14,,PR03,,NA
18449,1/6/2018,6-Jan-18,1,3.38,19,3.99,PR14,,PR03,,NA
18450,1/6/2018,6-Jan-18,0,0,10,29.9,PR14,,PR03,,NA
18451,1/6/2018,6-Jan-18,0,0,105,1.25,PR14,,PR03,,NA
18452,1/6/2018,6-Jan-18,0,0,6,,PR14,,PR03,,NA
18453,1/6/2018,6-Jan-18,0,0,5,16.9,PR14,,PR03,,NA
